Patient Name         : Acuros HN evaluation, RC physics
Patient ID           : Case7_Dm
Comment              : DVHs for one plan
Date                 : 21 November 2016 14:49:53
Exported by          : rcole
Type                 : Cumulative Dose Volume Histogram
Description          : The cumulative DVH displays the percentage (relative)
                       or volume (absolute) of structures that receive a dose
                       equal to or greater than a given dose.

Plan: Case7_Dm
Course: 1
Plan Status: Unapproved
Prescribed dose [Gy]: 65.010
% for dose (%): 100.0

Structure: Artifact_P2
Approval Status: Unapproved
Plan: Case7_Dm
Course: 1
Volume [cm³]: 79.5
Dose Cover.[%]: 100.0
Sampling Cover.[%]: 100.0
Min Dose [%]: 1.3
Max Dose [%]: 110.7
Mean Dose [%]: 64.8
Modal Dose [%]: 105.5
Median Dose [%]: 60.1
STD [%]: 24.6
Equiv. Sphere Diam. [cm]: 5.3
Conformity Index: N/A
Gradient Measure [cm]: N/A

Relative dose [%]           Dose [Gy] Ratio of Total Structure Volume [%]
             17.6             11.4418                   99.6235
             17.7             11.5068                   99.6147
             17.8             11.5718                   99.6043
             17.9             11.6368                   99.5963
               18             11.7018                    99.588
             18.1             11.7668                   99.5795
             18.2             11.8318                   99.5707
             18.3             11.8968                   99.5618
             18.4             11.9618                   99.5523
             18.5             12.0268                   99.5425
             18.6             12.0919                   99.5324
             18.7             12.1569                   99.5231
             18.8             12.2219                   99.5127
             18.9             12.2869                   99.5017
               19             12.3519                   99.4906
             19.1             12.4169                   99.4792
             19.2             12.4819                   99.4672
             19.3             12.5469                   99.4564
             19.4             12.6119                   99.4456
             19.5             12.6769                   99.4343
             19.6              12.742                   99.4228
             19.7              12.807                   99.4111
             19.8              12.872                   99.4001
             19.9              12.937                   99.3863
               20              13.002                   99.3747
             20.1              13.067                   99.3613
             20.2              13.132                    99.346
             20.3              13.197                   99.3313
             20.4              13.262                   99.3166
             20.5              13.327                   99.3029
             20.6             13.3921                   99.2896
             20.7             13.4571                   99.2765
             20.8             13.5221                   99.2623
             20.9             13.5871                   99.2468
               21             13.6521                   99.2317
             21.1             13.7171                   99.2179
             21.2             13.7821                   99.2023
             21.3             13.8471                   99.1853
             21.4             13.9121                    99.169
             21.5             13.9771                    99.153
             21.6             14.0422                   99.1364
             21.7             14.1072                     99.12
             21.8             14.1722                   99.1026
             21.9             14.2372                   99.0845
               22             14.3022                   99.0672
             22.1             14.3672                   99.0493
             22.2             14.4322                    99.031
             22.3             14.4972                   99.0115
             22.4             14.5622                   98.9928
             22.5             14.6272                   98.9703
             22.6             14.6923                   98.9513
             22.7             14.7573                   98.9315
             22.8             14.8223                   98.9129
             22.9             14.8873                    98.891
               23             14.9523                    98.872
             23.1             15.0173                   98.8529
             23.2             15.0823                   98.8331
             23.3             15.1473                   98.8142
             23.4             15.2123                   98.7923
             23.5             15.2773                   98.7713
             23.6             15.3424                    98.752
             23.7             15.4074                   98.7335
             23.8             15.4724                   98.7145
             23.9             15.5374                   98.6932
               24             15.6024                   98.6712
             24.1             15.6674                   98.6474
             24.2             15.7324                   98.6251
             24.3             15.7974                   98.6023
             24.4             15.8624                   98.5806
             24.5             15.9274                   98.5608
             24.6             15.9925                   98.5402
             24.7             16.0575                   98.5178
             24.8             16.1225                   98.4937
             24.9             16.1875                     98.47
               25             16.2525                   98.4501
             25.1             16.3175                    98.428
             25.2             16.3825                   98.4047
             25.3             16.4475                   98.3814
             25.4             16.5125                   98.3572
             25.5             16.5775                   98.3306
             25.6             16.6426                   98.3049
             25.7             16.7076                   98.2789
             25.8             16.7726                   98.2547
             25.9             16.8376                   98.2291
               26             16.9026                   98.2014
             26.1             16.9676                   98.1742
             26.2             17.0326                   98.1464
             26.3             17.0976                   98.1176
             26.4             17.1626                   98.0918
             26.5             17.2276                   98.0642
             26.6             17.2927                   98.0373
             26.7             17.3577                   98.0107
             26.8             17.4227                   97.9813
             26.9             17.4877                   97.9502
               27             17.5527                   97.9206
             27.1             17.6177                   97.8908
             27.2             17.6827                   97.8605
             27.3             17.7477                   97.8291
             27.4             17.8127                   97.7958
             27.5             17.8777                   97.7631
             27.6             17.9428                   97.7315
             27.7             18.0078                   97.6993
             27.8             18.0728                   97.6665
             27.9             18.1378                   97.6322
               28             18.2028                   97.5974
             28.1             18.2678                   97.5614
             28.2             18.3328                   97.5259
             28.3             18.3978                   97.4894
             28.4             18.4628                   97.4531
             28.5             18.5278                   97.4148
             28.6             18.5929                   97.3736
             28.7             18.6579                   97.3288
             28.8             18.7229                   97.2854
             28.9             18.7879                   97.2359
               29             18.8529                   97.1902
             29.1             18.9179                   97.1485
             29.2             18.9829                   97.1026
             29.3             19.0479                   97.0599
             29.4             19.1129                   97.0111
             29.5             19.1779                   96.9605
             29.6              19.243                   96.9086
             29.7              19.308                   96.8479
             29.8              19.373                   96.7919
             29.9              19.438                   96.7398
               30              19.503                   96.6834
             30.1              19.568                     96.62
             30.2              19.633                   96.5532
             30.3              19.698                   96.4867
             30.4              19.763                   96.4192
             30.5              19.828                   96.3566
             30.6             19.8931                   96.2829
             30.7             19.9581                   96.2106
             30.8             20.0231                    96.134
             30.9             20.0881                   96.0664
               31             20.1531                    95.993
             31.1             20.2181                   95.9184
             31.2             20.2831                   95.8432
             31.3             20.3481                   95.7656
             31.4             20.4131                   95.6812
             31.5             20.4781                   95.5905
             31.6             20.5432                   95.5076
             31.7             20.6082                   95.4165
             31.8             20.6732                   95.3227
             31.9             20.7382                   95.2332
               32             20.8032                    95.148
             32.1             20.8682                   95.0553
             32.2             20.9332                   94.9579
             32.3             20.9982                   94.8638
             32.4             21.0632                   94.7647
             32.5             21.1282                   94.6711
             32.6             21.1933                    94.576
             32.7             21.2583                   94.4773
             32.8             21.3233                   94.3769
             32.9             21.3883                   94.2801
               33             21.4533                   94.1765
             33.1             21.5183                   94.0669
             33.2             21.5833                   93.9551
             33.3             21.6483                   93.8459
             33.4             21.7133                   93.7344
             33.5             21.7783                   93.6169
             33.6             21.8434                   93.5105
             33.7             21.9084                   93.3945
             33.8             21.9734                   93.2783
             33.9             22.0384                   93.1633
               34             22.1034                   93.0457
             34.1             22.1684                   92.9166
             34.2             22.2334                   92.7923
             34.3             22.2984                   92.6685
             34.4             22.3634                   92.5468
             34.5             22.4284                     92.42
             34.6             22.4935                   92.2896
             34.7             22.5585                   92.1516
             34.8             22.6235                   92.0198
             34.9             22.6885                   91.8822
               35             22.7535                   91.7472
             35.1             22.8185                   91.6148
             35.2             22.8835                   91.4799
             35.3             22.9485                   91.3312
             35.4             23.0135                   91.1899
             35.5             23.0785                   91.0503
             35.6             23.1436                   90.9071
             35.7             23.2086                   90.7674
             35.8             23.2736                   90.6255
             35.9             23.3386                   90.4758
               36             23.4036                   90.3291
             36.1             23.4686                    90.174
             36.2             23.5336                    90.025
             36.3             23.5986                   89.8802
             36.4             23.6636                   89.7258
             36.5             23.7286                    89.572
             36.6             23.7937                   89.4186
             36.7             23.8587                   89.2608
             36.8             23.9237                   89.0965
             36.9             23.9887                   88.9369
               37             24.0537                   88.7806
             37.1             24.1187                   88.6282
             37.2             24.1837                   88.4624
             37.3             24.2487                   88.2947
             37.4             24.3137                   88.1324
             37.5             24.3787                   87.9739
             37.6             24.4438                   87.8005
             37.7             24.5088                   87.6356
             37.8             24.5738                   87.4724
             37.9             24.6388                   87.3007
               38             24.7038                   87.1398
             38.1             24.7688                   86.9677
             38.2             24.8338                   86.7853
             38.3             24.8988                   86.6117
             38.4             24.9638                   86.4502
             38.5             25.0288                   86.2758
             38.6             25.0939                   86.1035
             38.7             25.1589                   85.9243
             38.8             25.2239                   85.7429
             38.9             25.2889                   85.5644
               39             25.3539                   85.3893
             39.1             25.4189                   85.2122
             39.2             25.4839                   85.0321
             39.3             25.5489                   84.8433
             39.4             25.6139                   84.6696
